tank	870
1	397.6172
2	397.6172
3	398.042
4	397.1924
5	396.7676
6	399.3164
7	397.1924
8	398.8916
9	396.7676
10	396.7676
11	396.7676
12	396.7676
13	396.7676
14	398.4668
15	396.7676
16	398.4668
17	398.042
18	396.7676
19	399.7412
20	398.042
21	397.6172
22	397.6172
23	397.6172
24	398.8916
25	396.7676
26	396.7676
27	396.7676
28	396.3428
29	397.6172
30	395.918
31	397.6172
32	398.4668
33	397.1924
34	395.918
35	396.7676
36	395.918
37	397.1924
38	395.918
39	397.1924
40	397.6172
41	394.2188
42	397.1924
43	397.1924
44	396.7676
45	397.1924
46	398.042
47	396.7676
48	398.8916
49	399.3164
50	399.3164
51	395.918
52	398.4668
53	397.6172
54	397.6172
55	396.7676
56	399.3164
57	396.7676
58	398.042
59	398.042
60	396.7676
61	399.3164
62	397.1924
63	396.7676
64	396.7676
65	398.042
66	398.8916
67	396.3428
68	396.7676
69	395.918
70	396.3428
71	396.3428
72	395.4932
73	397.6172
74	398.042
75	395.4932
76	396.7676
77	396.7676
78	396.7676
79	397.6172
80	396.7676
81	395.918
82	397.1924
83	395.0684
84	397.6172
85	397.6172
86	397.6172
87	398.4668
88	397.6172
89	396.7676
90	398.8916
91	398.4668
92	398.4668
93	396.7676
94	398.042
95	396.3428
96	397.6172
97	397.6172
98	399.3164
99	396.7676
100	396.7676
101	398.4668
102	396.7676
103	398.8916
104	398.042
105	398.042
106	397.1924
107	398.042
108	399.3164
109	395.918
110	395.4932
111	396.3428
112	394.6436
113	395.918
114	396.3428
115	398.4668
116	397.6172
117	396.7676
118	395.918
119	397.1924
120	396.7676
121	397.1924
122	396.3428
123	397.1924
124	396.7676
125	394.6436
126	397.1924
127	398.4668
128	396.3428
129	397.6172
130	398.042
131	395.918
132	398.042
133	398.042
134	398.8916
135	395.918
136	396.7676
137	397.1924
138	397.6172
139	397.6172
140	399.7412
141	397.1924
142	397.6172
143	397.6172
144	397.1924
145	398.042
146	396.7676
147	396.7676
148	396.3428
149	397.1924
150	401.0156
151	397.6172
152	395.4932
153	395.918
154	397.1924
155	395.4932
156	396.7676
157	398.8916
158	397.6172
159	396.7676
160	395.918
161	397.6172
162	395.0684
163	396.7676
164	396.7676
165	396.7676
166	398.4668
167	395.4932
168	397.6172
169	398.042
170	397.6172
171	398.042
172	396.7676
173	397.6172
174	398.042
175	399.3164
176	397.6172
177	397.1924
178	397.6172
179	397.6172
180	397.6172
181	397.1924
182	397.1924
183	398.4668
184	397.6172
185	398.042
186	398.042
187	399.3164
188	398.042
189	396.7676
190	397.1924
191	398.8916
192	399.3164
193	395.918
194	395.4932
195	395.4932
196	395.918
197	395.4932
198	395.4932
199	397.6172
200	398.4668
201	396.7676
202	397.1924
203	396.7676
204	397.1924
205	396.3428
206	396.3428
207	397.1924
208	396.7676
209	394.6436
210	397.1924
211	397.6172
212	397.6172
213	398.4668
214	397.6172
215	397.1924
216	398.042
217	399.3164
218	398.042
219	397.6172
220	397.1924
221	397.6172
222	398.8916
223	398.4668
224	397.6172
225	396.7676
226	397.1924
227	397.6172
228	397.6172
229	397.6172
230	397.6172
231	395.918
232	397.6172
233	398.8916
234	401.0156
235	396.7676
236	396.3428
237	396.7676
238	396.7676
239	397.1924
240	398.042
241	398.8916
242	396.7676
243	396.7676
244	396.3428
245	395.918
246	395.918
247	396.7676
248	396.7676
249	396.7676
250	397.6172
251	395.918
252	398.4668
253	396.7676
254	397.6172
255	400.166
256	398.042
257	398.042
258	398.042
259	400.166
260	394.6436
261	398.042
262	397.1924
263	397.6172
264	398.8916
265	398.4668
266	398.4668
267	397.6172
268	397.1924
269	397.6172
270	397.6172
271	397.1924
272	396.7676
273	395.918
274	397.1924
275	398.4668
276	398.8916
277	395.918
278	396.7676
279	396.7676
280	397.6172
281	397.1924
282	396.3428
283	397.6172
284	397.6172
285	397.1924
286	397.6172
287	397.6172
288	395.918
289	395.918
290	396.7676
291	397.1924
292	396.7676
293	395.918
294	397.6172
295	395.918
296	397.1924
297	399.3164
298	397.6172
299	396.7676
300	399.3164
301	400.166
302	395.4932
303	397.1924
304	398.8916
305	398.042
306	399.3164
307	398.8916
308	398.042
309	397.6172
310	397.6172
311	397.6172
312	396.7676
313	398.042
314	396.7676
315	396.7676
316	397.6172
317	400.166
318	398.042
319	395.918
320	396.3428
321	397.1924
322	395.918
323	396.7676
324	396.3428
325	397.6172
326	396.7676
327	397.6172
328	396.3428
329	397.1924
330	395.4932
331	395.918
332	397.6172
333	396.7676
334	396.7676
335	396.3428
336	399.3164
337	397.6172
338	397.6172
339	399.3164
340	395.918
341	398.8916
342	397.6172
343	401.0156
344	395.918
345	397.6172
346	397.1924
347	396.7676
348	398.4668
349	397.6172
350	397.6172
351	397.6172
352	397.6172
353	398.4668
354	397.6172
355	399.7412
356	397.6172
357	397.6172
358	397.6172
359	398.4668
360	397.1924
361	395.4932
362	395.918
363	395.0684
364	397.6172
365	396.3428
366	396.7676
367	397.6172
368	398.8916
369	398.4668
370	397.1924
371	397.1924
372	396.7676
373	395.918
374	396.3428
375	395.4932
376	395.4932
377	396.7676
378	399.3164
379	397.1924
380	398.042
381	399.3164
382	397.1924
383	397.6172
384	398.4668
385	399.3164
386	396.3428
387	397.6172
388	399.3164
389	397.6172
390	398.8916
391	397.6172
392	397.6172
393	397.6172
394	398.8916
395	397.6172
396	397.6172
397	398.042
398	396.7676
399	397.6172
400	397.6172
401	398.4668
402	396.3428
403	396.3428
404	397.6172
405	395.918
406	397.1924
407	396.7676
408	397.1924
409	397.6172
410	398.4668
411	398.042
412	398.042
413	396.7676
414	397.1924
415	395.918
416	396.7676
417	396.7676
418	396.3428
419	398.042
420	399.3164
421	398.8916
422	398.8916
423	399.7412
424	398.042
425	396.7676
426	397.6172
427	399.7412
428	395.4932
429	396.7676
430	398.8916
431	398.042
432	398.4668
433	397.6172
434	396.7676
435	397.6172
436	399.7412
437	399.3164
438	398.042
439	399.3164
440	397.6172
441	398.042
442	397.1924
443	398.8916
444	395.918
445	396.7676
446	396.3428
447	397.6172
448	395.918
449	396.7676
450	396.7676
451	397.1924
452	396.7676
453	397.6172
454	396.7676
455	396.7676
